assignment_id,project_id,employee_id,assigned_role,contribution_score,role,experience_years,skills,availability,category,start_date,end_date,complexity,required_skills,skill_match,xgb_clase,xgb_senior_match
A7351,P0688,1933,Sales Manager,79.9,Otro,5,"['Rutas de Distribución', 'Power BI', 'Resolución de Conflictos']",Disponible,Finanzas,2022-06-24,2022-11-28,4,"['Contabilidad', 'Análisis de Datos', 'Forecasting', 'Excel']",0.0,0,0
A7352,P0689,2228,IT Support,70.8,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7353,P0689,1617,Production Technician I,72.2,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7354,P0689,2244,IT Manager - Support,73.6,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7355,P0689,3678,Production Technician I,69.4,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7356,P0689,2932,Production Technician I,66.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7357,P0689,1544,Production Technician I,70.8,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7358,P0689,1838,Production Technician I,62.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.0,0,0
A7359,P0689,2540,Software Engineering Manager,63.0,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Operaciones,2024-05-09,2024-07-24,3,"['Gestión de Proyectos', 'Logística']",0.5,0,0
A7360,P0690,1657,Sales Manager,81.4,Otro,5,"['JavaScript', 'Análisis de Datos', 'Análisis de Mercado']",Disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],1.0,1,1
A7361,P0690,3910,Sr. Network Engineer,79.9,Sr. Network Engineer,2,"['JavaScript', 'Power BI', 'Reclutamiento']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7362,P0690,1307,Production Technician I,80.6,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Negociación']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,1,0
A7363,P0690,3754,Production Technician I,75.7,Production Technician I,4,"['Control de Calidad', 'Calibración', 'Responsabilidad']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7364,P0690,2334,Data Analyst,79.2,Data Analyst,3,"['Logística', 'Calibración', 'Negociación']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7365,P0690,3955,Database Administrator,80.9,Otro,4,"['Mantenimiento', 'Análisis de Datos', 'Capacitación']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],1.0,1,0
A7366,P0690,1452,Production Technician II,78.5,Production Technician II,5,"['Calibración', 'HTML', 'Coaching']",Disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7367,P0690,2177,Production Technician I,78.5,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Comunicación']",Disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7368,P0690,2141,Production Technician II,79.9,Production Technician II,6,"['Power BI', 'Contabilidad', 'Adaptabilidad']",No disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7369,P0690,3777,Production Technician I,77.1,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Reclutamiento']",Disponible,Finanzas,2023-01-25,2023-06-12,4,['Análisis de Datos'],0.0,0,0
A7370,P0691,3898,Sr. Network Engineer,64.5,Sr. Network Engineer,6,"['Planificación', 'ERP', 'Análisis de Mercado']",No disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7371,P0691,3300,Production Technician II,61.0,Production Technician II,3,"['Java', 'Planificación', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7372,P0691,1365,Accountant I,68.7,Otro,5,"['Forecasting', 'Redes', 'Resolución de Conflictos']",Disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7373,P0691,1251,Production Technician I,72.9,Production Technician I,6,"['Control de Calidad', 'Mantenimiento', 'Comunicación']",Disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.2,0,0
A7374,P0691,1211,Production Technician II,71.5,Production Technician II,6,"['JavaScript', 'Excel', 'Negociación']",No disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7375,P0691,1355,Administrative Assistant,68.7,Otro,3,"['Excel', 'Forecasting', 'Adaptabilidad']",No disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7376,P0691,1442,Production Technician I,74.3,Production Technician I,6,"['Control de Calidad', 'Mantenimiento', 'Aprendizaje Rápido']",Disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.0,0,0
A7377,P0691,3193,Production Technician I,69.4,Production Technician I,3,"['Mantenimiento', 'Control de Calidad', 'Reclutamiento']",Disponible,Recursos Humanos,2022-03-03,2022-04-14,2,"['Coaching', 'Liderazgo', 'Capacitación', 'Comunicación', 'Reclutamiento']",0.2,0,0
A7378,P0692,2228,IT Support,65.9,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7379,P0692,1617,Production Technician I,61.0,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7380,P0692,2244,IT Manager - Support,75.0,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7381,P0692,3678,Production Technician I,65.2,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7382,P0692,2932,Production Technician I,70.8,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7383,P0692,1544,Production Technician I,69.4,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],1.0,0,0
A7384,P0692,1838,Production Technician I,69.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7385,P0692,2540,Software Engineering Manager,66.6,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7386,P0692,3835,IT Support,70.8,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7387,P0692,3006,Production Technician II,63.1,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],1.0,0,0
A7388,P0692,2681,Area Sales Manager,69.4,Area Sales Manager,4,"['Seguridad Informática', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Recursos Humanos,2024-06-17,2024-12-11,4,['Capacitación'],0.0,0,0
A7389,P0693,2228,IT Support,68.7,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Recursos Humanos,2024-07-31,2024-09-16,1,"['Capacitación', 'Comunicación', 'Coaching', 'Liderazgo']",0.0,0,0
A7390,P0693,1617,Production Technician I,63.8,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Recursos Humanos,2024-07-31,2024-09-16,1,"['Capacitación', 'Comunicación', 'Coaching', 'Liderazgo']",0.25,0,0
A7391,P0693,2244,IT Manager - Support,65.2,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Recursos Humanos,2024-07-31,2024-09-16,1,"['Capacitación', 'Comunicación', 'Coaching', 'Liderazgo']",0.0,0,0
A7392,P0693,3678,Production Technician I,65.9,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Recursos Humanos,2024-07-31,2024-09-16,1,"['Capacitación', 'Comunicación', 'Coaching', 'Liderazgo']",0.0,0,0
A7393,P0693,2932,Production Technician I,63.8,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2024-07-31,2024-09-16,1,"['Capacitación', 'Comunicación', 'Coaching', 'Liderazgo']",0.0,0,0
A7394,P0694,2228,IT Support,81.3,IT Support,6,"['Seguridad Informática', 'Python', 'Negociación']",No disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,1,0
A7395,P0694,1617,Production Technician I,82.0,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,1,0
A7396,P0694,2244,IT Manager - Support,77.8,Otro,2,"['Mantenimiento', 'Rutas de Distribución', 'Reclutamiento']",Disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,0,0
A7397,P0694,3678,Production Technician I,77.8,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,0,0
A7398,P0694,2932,Production Technician I,80.6,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,1,0
A7399,P0694,1544,Production Technician I,75.7,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Capacitación']",No disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,0,0
A7400,P0694,1838,Production Technician I,80.6,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Coaching']",Disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,1,0
A7401,P0694,2540,Software Engineering Manager,80.5,Otro,2,"['Logística', 'HTML', 'Presentaciones']",No disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],1.0,1,0
A7402,P0694,3835,IT Support,75.7,IT Support,6,"['SQL', 'Seguridad Informática', 'Adaptabilidad']",No disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,0,0
A7403,P0694,3006,Production Technician II,77.8,Production Technician II,2,"['Sistemas Operativos', 'Planificación', 'Capacitación']",Disponible,Operaciones,2024-01-24,2024-03-26,2,['Logística'],0.0,0,0
A7404,P0695,1147,Production Technician II,76.4,Production Technician II,5,"['Mantenimiento', 'Rutas de Distribución', 'Comunicación']",No disponible,Recursos Humanos,2022-10-15,2023-03-28,1,['Reclutamiento'],0.0,0,0
A7405,P0695,1517,Production Technician II,77.8,Production Technician II,3,"['Rutas de Distribución', 'SQL', 'Comunicación']",No disponible,Recursos Humanos,2022-10-15,2023-03-28,1,['Reclutamiento'],0.0,0,0
A7406,P0696,3154,Production Technician I,75.0,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7407,P0696,3153,Production Technician I,61.0,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Análisis de Mercado']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7408,P0696,3651,Production Technician II,65.7,Production Technician II,5,"['ERP', 'JavaScript', 'Reclutamiento']",Disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.25,0,0
A7409,P0696,2646,Area Sales Manager,61.0,Area Sales Manager,5,"['Contabilidad', 'Seguridad Informática', 'Negociación']",Disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7410,P0696,1314,Production Technician I,66.6,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Liderazgo']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7411,P0696,3623,Production Technician II,62.4,Production Technician II,5,"['Java', 'Análisis de Datos', 'Capacitación']",Disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7412,P0696,2379,Production Manager,68.7,Production Manager,5,"['Gestión de Inventario', 'Java', 'Reclutamiento']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7413,P0696,3245,Production Technician I,73.6,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Adaptabilidad']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7414,P0696,1590,Production Technician I,70.8,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Reclutamiento']",Disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7415,P0696,1759,Production Technician I,71.5,Production Technician I,3,"['Control de Calidad', 'Calibración', 'Negociación']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7416,P0696,2706,Area Sales Manager,69.9,Area Sales Manager,6,"['Python', 'Gestión de Inventario', 'Negociación']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.25,0,0
A7417,P0696,2172,Production Technician I,64.5,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Reclutamiento']",No disponible,Tecnología,2022-10-26,2023-01-29,5,"['HTML', 'Python', 'SQL', 'JavaScript']",0.0,0,0
A7418,P0697,3973,Database Administrator,75.7,Otro,6,"['Sistemas Operativos', 'Planificación', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7419,P0697,3674,Production Technician II,78.5,Production Technician II,4,"['JavaScript', 'Análisis de Datos', 'Análisis de Mercado']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7420,P0697,2297,Production Manager,79.2,Production Manager,6,"['Planificación', 'Forecasting', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7421,P0697,2865,Production Technician II,80.6,Production Technician II,2,"['Power BI', 'Forecasting', 'Adaptabilidad']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,1,0
A7422,P0697,3031,Production Technician I,75.7,Production Technician I,2,"['Control de Calidad', 'Mantenimiento', 'Liderazgo']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.5,0,0
A7423,P0697,3824,IT Support,78.5,IT Support,4,"['Sistemas Operativos', 'Redes', 'Responsabilidad']",Disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7424,P0697,3405,Production Technician I,77.1,Production Technician I,4,"['Control de Calidad', 'Calibración', 'Trabajo en Equipo']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7425,P0697,2465,Production Manager,76.4,Production Manager,4,"['HTML', 'Redes', 'Análisis de Mercado']",No disponible,Recursos Humanos,2022-07-29,2022-11-11,2,"['Coaching', 'Liderazgo']",0.0,0,0
A7426,P0698,3914,Network Engineer,68.0,Network Engineer,4,"['Excel', 'Contabilidad', 'Negociación']",No disponible,Tecnología,2022-05-25,2022-08-01,1,"['Python', 'JavaScript', 'HTML', 'SQL', 'Java']",0.0,0,0
A7427,P0698,3290,Production Technician I,65.2,Production Technician I,6,"['Calibración', 'Control de Calidad', 'Análisis de Mercado']",Disponible,Tecnología,2022-05-25,2022-08-01,1,"['Python', 'JavaScript', 'HTML', 'SQL', 'Java']",0.0,0,0
A7428,P0698,3365,Production Technician II,67.3,Production Technician II,4,"['Mantenimiento', 'Calibración', 'Trabajo en Equipo']",Disponible,Tecnología,2022-05-25,2022-08-01,1,"['Python', 'JavaScript', 'HTML', 'SQL', 'Java']",0.0,0,0
A7429,P0698,3007,Production Technician II,66.7,Production Technician II,5,"['SQL', 'Control de Calidad', 'Capacitación']",No disponible,Tecnología,2022-05-25,2022-08-01,1,"['Python', 'JavaScript', 'HTML', 'SQL', 'Java']",0.2,0,0
A7430,P0698,1472,Production Technician II,63.8,Production Technician II,3,"['Python', 'ERP', 'Comunicación']",Disponible,Tecnología,2022-05-25,2022-08-01,1,"['Python', 'JavaScript', 'HTML', 'SQL', 'Java']",0.2,0,0
A7431,P0699,1999,Production Technician II,81.3,Production Technician II,3,"['Gestión de Inventario', 'Contabilidad', 'Capacitación']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,1,0
A7432,P0699,1621,BI Developer,78.5,BI Developer,3,"['Logística', 'Sistemas Operativos', 'Capacitación']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7433,P0699,3318,Production Technician I,76.4,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Aprendizaje Rápido']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7434,P0699,1197,Production Technician I,77.1,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Negociación']",Disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7435,P0699,1155,Production Technician I,77.8,Production Technician I,6,"['Control de Calidad', 'Mantenimiento', 'Liderazgo']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7436,P0699,2205,Production Technician I,78.5,Production Technician I,2,"['Calibración', 'Mantenimiento', 'Responsabilidad']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7437,P0699,2227,IT Support,77.1,IT Support,3,"['Seguridad Informática', 'SQL', 'Resolución de Conflictos']",Disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7438,P0699,2899,Production Technician I,79.9,Production Technician I,4,"['Calibración', 'Control de Calidad', 'Negociación']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7439,P0699,2686,Area Sales Manager,78.5,Area Sales Manager,3,"['Forecasting', 'Planificación', 'Comunicación']",Disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7440,P0699,3331,Production Technician I,78.5,Production Technician I,5,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7441,P0699,3683,Production Technician I,79.2,Production Technician I,3,"['Calibración', 'Mantenimiento', 'Coaching']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7442,P0699,2367,Production Manager,79.9,Production Manager,4,"['Java', 'Logística', 'Negociación']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,0,0
A7443,P0699,2012,Production Technician I,82.0,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Liderazgo']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,1,0
A7444,P0699,3641,Production Technician I,82.0,Production Technician I,4,"['Mantenimiento', 'Calibración', 'Reclutamiento']",No disponible,Tecnología,2022-09-07,2022-10-12,3,"['HTML', 'Python']",0.0,1,0
A7445,P0700,1933,Sales Manager,71.5,Otro,5,"['Rutas de Distribución', 'Power BI', 'Resolución de Conflictos']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7446,P0700,2654,Area Sales Manager,65.9,Area Sales Manager,5,"['Python', 'Contabilidad', 'Negociación']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.2,0,0
A7447,P0700,3802,Production Technician I,66.6,Production Technician I,3,"['Control de Calidad', 'Mantenimiento', 'Responsabilidad']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7448,P0700,3102,Production Technician I,63.1,Production Technician I,5,"['Control de Calidad', 'Mantenimiento', 'Liderazgo']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7449,P0700,2287,Production Manager,75.0,Production Manager,2,"['Excel', 'Python', 'Coaching']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7450,P0700,3606,Production Technician I,75.0,Production Technician I,5,"['Control de Calidad', 'Calibración', 'Adaptabilidad']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7451,P0700,2738,Area Sales Manager,65.9,Area Sales Manager,5,"['Mantenimiento', 'JavaScript', 'Negociación']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.2,0,0
A7452,P0700,1467,Production Technician I,65.2,Production Technician I,1,"['Control de Calidad', 'Mantenimiento', 'Adaptabilidad']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7453,P0700,2969,Production Technician II,70.8,Production Technician II,4,"['Calibración', 'Contabilidad', 'Resolución de Conflictos']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7454,P0700,2386,Production Manager,75.0,Production Manager,6,"['Logística', 'Java', 'Coaching']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7455,P0700,1864,Production Technician I,62.4,Production Technician I,1,"['Control de Calidad', 'Mantenimiento', 'Responsabilidad']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7456,P0700,3210,Production Technician I,72.2,Production Technician I,4,"['Calibración', 'Mantenimiento', 'Liderazgo']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7457,P0700,2125,Production Technician I,68.0,Production Technician I,5,"['Calibración', 'Control de Calidad', 'Análisis de Mercado']",Disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7458,P0700,1539,Production Technician II,66.6,Production Technician II,4,"['Control de Calidad', 'HTML', 'Análisis de Mercado']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7459,P0700,1780,Production Technician I,63.8,Production Technician I,2,"['Mantenimiento', 'Control de Calidad', 'Reclutamiento']",No disponible,Ventas,2023-06-24,2023-11-27,5,"['Presentaciones', 'Comunicación', 'CRM', 'Negociación', 'Ventas']",0.0,0,0
A7460,P0701,2261,IT Support,67.3,IT Support,2,"['Seguridad Informática', 'SQL', 'Reclutamiento']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.2,0,0
A7461,P0701,3580,Production Technician I,70.8,Production Technician I,5,"['Mantenimiento', 'Calibración', 'Presentaciones']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7462,P0701,2348,Network Engineer,70.1,Network Engineer,2,"['Calibración', 'Mantenimiento', 'Trabajo en Equipo']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7463,P0701,2191,Production Technician II,63.1,Production Technician II,3,"['Análisis de Datos', 'Sistemas Operativos', 'Presentaciones']",No disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7464,P0701,2075,Production Technician I,75.0,Production Technician I,6,"['Calibración', 'Mantenimiento', 'Resolución de Conflictos']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7465,P0701,3966,Software Engineer,74.3,Software Engineer,6,"['Mantenimiento', 'Forecasting', 'Comunicación']",No disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7466,P0701,2209,IT Support,61.7,IT Support,4,"['Redes', 'Sistemas Operativos', 'Análisis de Mercado']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7467,P0701,3108,Production Technician I,68.7,Production Technician I,3,"['Mantenimiento', 'Control de Calidad', 'Aprendizaje Rápido']",No disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7468,P0701,3479,Area Sales Manager,61.0,Area Sales Manager,2,"['Control de Calidad', 'Calibración', 'Comunicación']",No disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
A7469,P0701,2063,Production Technician I,74.3,Production Technician I,3,"['Mantenimiento', 'Calibración', 'Comunicación']",Disponible,Tecnología,2022-11-02,2023-01-27,5,"['JavaScript', 'HTML', 'Python', 'SQL', 'Java']",0.0,0,0
